sleep_log_entry_id,timestamp,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
52514179879,2026-05-14T10:10:30Z,83,,83,,101,56,0.1300893743793446
52514179878,2026-05-13T08:37:30Z,77,,77,,81,55,0.1319371727748691
52514179877,2026-05-12T08:36:30Z,75,,75,,101,54,0.09783845278725825
52477273535,2026-05-10T07:49:00Z,84,,84,,71,56,0.06844547563805105
52469734265,2026-05-09T08:18:30Z,77,,77,,74,60,0.11411411411411411
52469734264,2026-05-07T07:48:30Z,58,,58,,87,62,0.10820451843043995
