timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2026-06-03T06:40:30,16.0,1.1,7.914,16.0,1.1,7.914,15.6,1.3,13.901,16.6,2.0,4.776
2026-06-04T10:21:30,15.8,1.3,13.314,15.8,1.3,13.314,15.2,1.4,8.449,-1.0,0.0,2.42
2026-06-05T07:25:30,16.0,0.9,11.837,16.0,0.9,11.837,15.6,1.2,9.731,-1.0,0.0,1.725
2026-06-06T10:37:30,18.2,1.5,4.273,18.2,1.5,4.273,17.4,1.5,6.381,-1.0,0.0,1.31
2026-06-07T12:48:00,15.8,1.5,17.779,15.8,1.5,17.779,15.0,2.1,19.594,15.2,1.4,3.188
2026-06-08T05:04:00,16.2,0.9,10.44,16.2,0.9,10.44,16.2,1.0,12.363,-1.0,0.0,1.529
2026-06-08T10:56:30,15.8,1.2,10.6,15.8,1.2,10.6,15.6,1.7,10.835,-1.0,0.0,2.181
